CustomerID,Category,Season,PurchaseAmount,ReviewRating,DiscountUsage,Cluster_ID,Cluster_Name
CUST-1363,Footwear,Summer,72.75,2.3,No,2,Loyal Customers
CUST-1364,Accessories,Winter,82.41,2.3,No,2,Loyal Customers
CUST-1365,Clothing,Summer,80.08,3.7,Yes,2,Loyal Customers
CUST-1366,Accessories,Fall,22.2,5.0,Yes,4,At Risk / Needs Attention
CUST-1367,Accessories,Summer,172.45,3.6,No,2,Loyal Customers
CUST-1368,Clothing,Spring,38.15,3.2,Yes,4,At Risk / Needs Attention
CUST-1369,Clothing,Summer,25.4,3.9,No,4,At Risk / Needs Attention
CUST-1370,Clothing,Fall,179.7,2.9,No,2,Loyal Customers
CUST-1371,Clothing,Fall,248.68,1.2,No,2,Loyal Customers
CUST-1372,Clothing,Winter,163.61,3.2,No,2,Loyal Customers
CUST-1373,Footwear,Summer,139.36,4.8,Yes,1,Champions
CUST-1374,Clothing,Fall,94.87,1.7,No,2,Loyal Customers
CUST-1375,Clothing,Spring,75.03,3.8,No,2,Loyal Customers
CUST-1376,Outerwear,Winter,21.83,1.8,No,4,At Risk / Needs Attention
CUST-1377,Clothing,Spring,54.38,3.1,Yes,3,Potential Loyalists
CUST-1378,Outerwear,Summer,49.97,1.4,No,3,Potential Loyalists
CUST-1379,Clothing,Summer,37.56,2.8,Yes,4,At Risk / Needs Attention
CUST-1380,Clothing,Summer,111.39,4.0,Yes,2,Loyal Customers
CUST-1381,Footwear,Winter,66.37,2.4,Yes,3,Potential Loyalists
CUST-1382,Footwear,Fall,21.34,3.7,No,4,At Risk / Needs Attention
CUST-1383,Accessories,Winter,33.65,4.2,No,4,At Risk / Needs Attention
CUST-1384,Outerwear,Spring,101.23,4.7,No,2,Loyal Customers
CUST-1385,Outerwear,Winter,20.94,1.9,No,4,At Risk / Needs Attention
CUST-1386,Clothing,Spring,157.89,2.6,Yes,2,Loyal Customers
CUST-1387,Clothing,Winter,66.26,1.6,No,3,Potential Loyalists
CUST-1388,Outerwear,Fall,64.13,5.0,Yes,3,Potential Loyalists
CUST-1389,Outerwear,Spring,82.31,4.7,No,2,Loyal Customers
CUST-1390,Accessories,Summer,145.59,3.2,No,2,Loyal Customers
CUST-1391,Footwear,Summer,47.06,4.4,No,3,Potential Loyalists
CUST-1392,Clothing,Winter,99.99,3.1,No,2,Loyal Customers
CUST-1393,Outerwear,Summer,77.56,3.5,Yes,2,Loyal Customers
CUST-1394,Clothing,Spring,38.3,1.4,No,4,At Risk / Needs Attention
CUST-1395,Accessories,Summer,173.17,4.0,No,1,Champions
CUST-1396,Accessories,Fall,134.75,1.5,No,2,Loyal Customers
CUST-1397,Footwear,Fall,95.57,4.3,Yes,2,Loyal Customers
CUST-1398,Outerwear,Winter,157.58,4.1,No,1,Champions
CUST-1399,Outerwear,Spring,166.47,3.8,No,2,Loyal Customers
CUST-1400,Clothing,Fall,107.42,1.1,Yes,2,Loyal Customers
CUST-1401,Accessories,Fall,151.06,2.2,Yes,2,Loyal Customers
CUST-1402,Footwear,Spring,104.67,2.1,No,2,Loyal Customers
CUST-1403,Outerwear,Summer,100.49,2.4,No,2,Loyal Customers
CUST-1404,Clothing,Summer,87.3,1.4,Yes,2,Loyal Customers
CUST-1405,Accessories,Winter,119.79,4.7,Yes,2,Loyal Customers
CUST-1406,Clothing,Summer,27.95,3.2,Yes,4,At Risk / Needs Attention
CUST-1407,Clothing,Spring,174.57,2.2,Yes,2,Loyal Customers
CUST-1408,Accessories,Fall,169.09,2.6,No,2,Loyal Customers
CUST-1409,Clothing,Summer,17.23,2.8,No,4,At Risk / Needs Attention
CUST-1410,Clothing,Winter,146.07,3.4,No,2,Loyal Customers
CUST-1411,Accessories,Summer,25.35,3.1,No,4,At Risk / Needs Attention
CUST-1412,Accessories,Spring,45.61,4.7,Yes,3,Potential Loyalists
CUST-1413,Footwear,Winter,117.05,3.0,No,2,Loyal Customers
CUST-1414,Footwear,Summer,28.14,5.0,No,4,At Risk / Needs Attention
CUST-1415,Footwear,Winter,142.77,4.4,No,1,Champions
CUST-1416,Clothing,Spring,148.84,1.8,No,2,Loyal Customers
CUST-1417,Clothing,Fall,68.11,4.7,Yes,3,Potential Loyalists
CUST-1418,Footwear,Spring,15.48,1.5,No,4,At Risk / Needs Attention
CUST-1419,Outerwear,Spring,40.37,4.3,Yes,3,Potential Loyalists
CUST-1420,Outerwear,Spring,86.96,2.5,No,2,Loyal Customers
CUST-1421,Outerwear,Spring,312.99,4.5,Yes,1,Champions
CUST-1422,Clothing,Fall,89.94,4.5,Yes,2,Loyal Customers
CUST-1423,Footwear,Fall,37.56,4.2,No,4,At Risk / Needs Attention
CUST-1424,Clothing,Winter,90.39,4.2,Yes,2,Loyal Customers
CUST-1425,Footwear,Summer,73.24,2.2,No,2,Loyal Customers
CUST-1426,Footwear,Fall,128.51,1.3,Yes,2,Loyal Customers
CUST-1427,Accessories,Fall,23.49,2.6,No,4,At Risk / Needs Attention
CUST-1428,Clothing,Summer,122.36,1.7,No,2,Loyal Customers
CUST-1429,Clothing,Fall,73.45,3.8,No,2,Loyal Customers
CUST-1430,Clothing,Spring,262.25,2.4,Yes,2,Loyal Customers
CUST-1431,Outerwear,Spring,46.38,4.9,Yes,3,Potential Loyalists
CUST-1432,Footwear,Summer,90.1,3.6,Yes,2,Loyal Customers
CUST-1433,Clothing,Winter,216.65,4.3,Yes,1,Champions
CUST-1434,Clothing,Winter,23.11,1.5,No,4,At Risk / Needs Attention
CUST-1435,Outerwear,Summer,222.62,4.4,No,1,Champions
CUST-1436,Clothing,Summer,102.33,4.7,No,2,Loyal Customers
CUST-1437,Outerwear,Spring,20.27,2.9,No,4,At Risk / Needs Attention
CUST-1438,Outerwear,Winter,41.85,3.4,No,3,Potential Loyalists
CUST-1439,Clothing,Fall,107.37,4.1,No,2,Loyal Customers
CUST-1440,Clothing,Spring,20.23,1.7,Yes,4,At Risk / Needs Attention
CUST-1441,Accessories,Summer,80.45,3.0,No,2,Loyal Customers
CUST-1442,Clothing,Winter,46.84,2.6,No,3,Potential Loyalists
CUST-1443,Clothing,Fall,87.75,1.6,No,2,Loyal Customers
CUST-1444,Outerwear,Fall,18.51,2.5,Yes,4,At Risk / Needs Attention
CUST-1445,Accessories,Spring,168.91,1.3,Yes,2,Loyal Customers
CUST-1446,Accessories,Winter,287.26,1.1,No,2,Loyal Customers
CUST-1447,Outerwear,Winter,275.24,1.5,No,2,Loyal Customers
CUST-1448,Clothing,Summer,118.87,4.9,No,2,Loyal Customers
CUST-1449,Clothing,Winter,25.45,3.2,Yes,4,At Risk / Needs Attention
CUST-1450,Outerwear,Winter,121.49,4.9,No,1,Champions
CUST-1451,Footwear,Spring,16.87,2.7,Yes,4,At Risk / Needs Attention
CUST-1452,Footwear,Winter,16.68,2.2,Yes,4,At Risk / Needs Attention
CUST-1453,Accessories,Fall,44.32,3.0,Yes,3,Potential Loyalists
CUST-1454,Clothing,Spring,65.3,2.8,No,3,Potential Loyalists
CUST-1455,Footwear,Spring,125.36,1.4,No,2,Loyal Customers
CUST-1456,Clothing,Summer,101.23,3.6,Yes,2,Loyal Customers
CUST-1457,Footwear,Winter,59.28,1.9,No,3,Potential Loyalists
CUST-1458,Clothing,Summer,38.98,3.5,Yes,4,At Risk / Needs Attention
CUST-1459,Clothing,Fall,453.86,3.6,No,2,Loyal Customers
CUST-1460,Clothing,Spring,56.66,1.6,No,3,Potential Loyalists
CUST-1461,Footwear,Spring,60.03,1.2,No,3,Potential Loyalists
CUST-1462,Outerwear,Spring,28.4,4.1,Yes,4,At Risk / Needs Attention
CUST-1463,Footwear,Fall,133.79,2.8,No,2,Loyal Customers
CUST-1464,Accessories,Fall,103.73,1.2,No,2,Loyal Customers
CUST-1465,Clothing,Summer,33.71,5.0,Yes,4,At Risk / Needs Attention
CUST-1466,Clothing,Summer,21.45,1.2,No,4,At Risk / Needs Attention
CUST-1467,Accessories,Summer,100.57,3.8,Yes,2,Loyal Customers
CUST-1468,Clothing,Winter,94.71,4.9,No,2,Loyal Customers
CUST-1469,Accessories,Spring,38.94,2.0,Yes,4,At Risk / Needs Attention
CUST-1470,Clothing,Spring,240.99,1.6,No,2,Loyal Customers
CUST-1471,Accessories,Summer,27.28,1.5,No,4,At Risk / Needs Attention
CUST-1472,Clothing,Spring,57.47,2.2,Yes,3,Potential Loyalists
CUST-1473,Accessories,Summer,230.67,1.4,Yes,2,Loyal Customers
CUST-1474,Footwear,Winter,55.82,3.8,Yes,3,Potential Loyalists
CUST-1475,Accessories,Winter,91.32,1.2,No,2,Loyal Customers
CUST-1476,Clothing,Fall,53.01,3.0,Yes,3,Potential Loyalists
CUST-1477,Footwear,Winter,39.04,5.0,No,4,At Risk / Needs Attention
CUST-1478,Accessories,Summer,325.03,4.3,Yes,1,Champions
CUST-1479,Footwear,Winter,54.49,3.5,Yes,3,Potential Loyalists
CUST-1480,Footwear,Fall,183.39,2.2,No,2,Loyal Customers
CUST-1481,Footwear,Spring,34.6,3.5,Yes,4,At Risk / Needs Attention
CUST-1482,Footwear,Summer,32.97,3.1,No,4,At Risk / Needs Attention
CUST-1483,Footwear,Spring,17.37,2.7,No,4,At Risk / Needs Attention
CUST-1484,Footwear,Fall,94.09,1.5,No,2,Loyal Customers
CUST-1485,Accessories,Fall,49.48,4.5,No,3,Potential Loyalists
CUST-1486,Clothing,Fall,164.83,2.8,No,2,Loyal Customers
CUST-1487,Clothing,Spring,63.07,1.8,Yes,3,Potential Loyalists
CUST-1488,Accessories,Spring,273.61,2.5,Yes,2,Loyal Customers
CUST-1489,Accessories,Spring,30.39,2.7,Yes,4,At Risk / Needs Attention
CUST-1490,Footwear,Spring,167.23,4.3,No,1,Champions
CUST-1491,Footwear,Fall,127.41,3.9,Yes,2,Loyal Customers
CUST-1492,Clothing,Fall,125.53,4.1,No,1,Champions
CUST-1493,Clothing,Summer,154.72,1.0,No,2,Loyal Customers
CUST-1494,Footwear,Summer,122.35,2.7,No,2,Loyal Customers
CUST-1495,Clothing,Spring,88.81,2.9,No,2,Loyal Customers
CUST-1496,Footwear,Winter,25.55,1.1,Yes,4,At Risk / Needs Attention
CUST-1497,Clothing,Winter,17.48,2.0,No,4,At Risk / Needs Attention
CUST-1498,Accessories,Fall,205.23,4.0,No,1,Champions
CUST-1499,Accessories,Fall,86.91,1.5,Yes,2,Loyal Customers
